,Brands,Title,price,Main_Price,Percent_Price_Reduction_in_%,Ratings,Number_of_Reviewer
399,Infinix,Infinix Smart 5 (X,51200,53000,3,4,5
400,Tecno,Tecno POP 5 Go (BD,36500,39000,6,4,5
401,XIAOMI,XIAOMI Redmi Note1,106700,140000,24,5,5
402,Itel,"Itel P37 6.5"" HD+ ",46500,49800,7,3.9,31
403,XIAOMI,"XIAOMI Redmi 9C, 6",80000,102000,22,4.7,5
404,Infinix,Infinix Hot 11 Pla,77990,90000,13,4.7,5
405,Oppo,Oppo A83 64GB + 4G,36999,60000,38,4,12
406,Tecno,Tecno Camon 17 Pro,139999,143100,2,4.3,5
407,Gionee,"Gionee M12, 6.55-I",57890,82890,30,4.3,5
408,Tecno,Tecno POP 2F (B1C),32100,40000,20,4.2,21
409,Gionee,Gionee M6 5.5'HD 4,42700,199800,79,4.1,5
410,Blackview,Blackview Oscal C2,44990,60500,26,4.1,5
411,XIAOMI,XIAOMI Redmi Note ,117000,145000,19,4,5
412,Tecno,Tecno POP 5 Go (BD,37790,50000,24,3.6,14
413,Tecno,"Tecno Spark 7, 6.5",68750,50000,24,4.1,5
414,Tecno,Tecno Spark 8P KG7,78300,99800,22,4,5
415,Infinix,Infinix Smart HD (,48000,99800,22,5,5
416,Apple,Apple Refurbished ,53800,100000,46,5,5
417,Infinix,Infinix SMART 5?X6,51500,53000,3,4.2,45
418,GSM,GSM SIM Card  Land,8000,15000,47,4,5
419,Apple,Apple Renewed - Ap,80487,136043,41,4,28
420,Infinix,Infinix Smart HD 2,48000,48401,1,3.9,33
421,Tecno,Tecno Spark 7 (KF6,38990,45990,15,3.9,33
422,XIAOMI,XIAOMI Redmi 9A 6.,51900,62000,16,4.3,95
423,Itel,"Itel A25 Pro 5.0"" ",36590,40000,9,4.5,13
424,Imose,Imose Waka Is,7500,40000,9,4.5,13
425,Imose,Imose Padi+,7500,40000,9,5,5
426,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
427,Imose,Imose Sabi II Dual,8500,12398,15,4,20
428,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
429,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
430,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
431,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
432,Itel,"Itel A37 5.7"" HD+ ",30000,32491,8,4,19
433,UMIDIGI,UMIDIGI Power 5S 4,54900,94900,42,4.7,5
434,UMIDIGI,UMIDIGI Power 5S 4,54900,99900,45,4.1,18
435,Samsung,Samsung Galaxy A03,49700,52140,5,5,5
436,Tecno,"Tecno Spark 7, 6.5",68750,52140,5,4.5,5
437,Itel,Itel A14 Plus 8GB ,27500,52140,5,4.4,5
438,XIAOMI,"XIAOMI Redmi 9C, 6",82900,109000,24,4.7,5
439,Nokia,Nokia 105 (Africa ,8490,10000,15,4.5,5
440,Tecno,Tecno T301 Dual Si,6500,80001,19,4.3,60
441,Tecno,Tecno POP 5 Go (BD,37990,50000,24,3.8,12
442,Nokia,Nokia 1110 1110i G,5000,96084,48,3.7,35
443,UMIDIGI,UMIDIGI A9 Android,55900,95657,42,4.3,88
444,Oppo,Oppo A83 3GB RAM+ ,32599,56999,43,4.3,5
445,Nokia,"Nokia G20, 6.5"" HD",83990,94000,11,4.5,20
446,Itel,Itel A14 With FREE,16500,35200,53,3.7,85
447,Infinix,Infinix Smart 5 (X,51200,53000,3,4,5
448,XIAOMI,XIAOMI Redmi Note1,106700,140000,24,5,5
449,Tecno,Tecno POP 5 Go (BD,36500,39000,6,5,5
450,Itel,"Itel P37 6.5"" HD+ ",46500,49800,7,3.9,31
451,XIAOMI,"XIAOMI Redmi 9C, 6",80000,102000,22,4.7,5
452,Infinix,Infinix Hot 11 Pla,77990,90000,13,4.7,5
453,Oppo,Oppo A83 64GB + 4G,36999,60000,38,4,12
454,Tecno,Tecno Camon 17 Pro,139999,143100,2,4.3,5
455,Gionee,"Gionee M12, 6.55-I",57890,82890,30,4.3,5
456,Tecno,Tecno POP 2F (B1C),32100,40000,20,4.2,21
457,Gionee,Gionee M6 5.5'HD 4,42700,199800,79,4.1,5
458,Blackview,Blackview Oscal C2,44990,60500,26,4.1,5
459,XIAOMI,XIAOMI Redmi Note ,117000,145000,19,4,5
460,Tecno,Tecno POP 5 Go (BD,37790,50000,24,3.6,14
461,Tecno,"Tecno Spark 7, 6.5",68750,50000,24,4.1,5
462,Infinix,Infinix Smart HD (,48000,50000,24,5,5
463,Tecno,Tecno Spark 8P KG7,78300,99800,22,4,5
464,Apple,Apple Refurbished ,53800,100000,46,4,5
465,Infinix,Infinix SMART 5?X6,51500,53000,3,4.2,45
466,GSM,GSM SIM Card  Land,8000,15000,47,4,5
467,Apple,Apple Renewed - Ap,80487,136043,41,4,28
468,Infinix,Infinix Smart HD 2,48000,48401,1,3.9,33
469,XIAOMI,XIAOMI Redmi 9A 6.,51900,62000,16,4.3,95
470,Itel,"Itel A25 Pro 5.0"" ",36590,40000,9,4.5,13
471,Tecno,Tecno Spark 7 (KF6,38990,45990,15,4.5,13
472,Imose,Imose Waka Is,7500,45990,15,4.5,13
473,Imose,Imose Padi+,7500,45990,15,5,5
474,Imose,Imose Sabi II Dual,8500,45990,15,5,5
475,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
476,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
477,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
478,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
479,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
480,Itel,"Itel A37 5.7"" HD+ ",30000,32491,8,4,19
481,UMIDIGI,UMIDIGI Power 5S 4,54900,94900,42,4.7,5
482,Samsung,Samsung Galaxy A03,49700,52140,5,5,5
483,UMIDIGI,UMIDIGI Power 5S 4,54900,99900,45,4.1,18
484,Itel,Itel A14 Plus 8GB ,27500,99900,45,4.4,5
485,Tecno,"Tecno Spark 7, 6.5",68750,99900,45,4.5,5
486,XIAOMI,"XIAOMI Redmi 9C, 6",82900,109000,24,4.7,5
487,Nokia,Nokia 105 (Africa ,8490,10000,15,4.5,5
488,Tecno,Tecno T301 Dual Si,6500,80001,19,4.3,60
489,Tecno,Tecno POP 5 Go (BD,37990,50000,24,3.8,12
490,Nokia,Nokia 1110 1110i G,5000,96084,48,3.7,35
491,UMIDIGI,UMIDIGI A9 Android,55900,95657,42,4.3,88
492,Oppo,Oppo A83 3GB RAM+ ,32599,56999,43,4.3,5
493,Nokia,"Nokia G20, 6.5"" HD",83990,94000,11,4.5,20
494,Itel,Itel A14 With FREE,16500,35200,53,3.7,85
495,Infinix,Infinix Smart 5 (X,51200,53000,3,4,5
496,Tecno,Tecno POP 5 Go (BD,36500,39000,6,4,5
497,XIAOMI,XIAOMI Redmi Note1,106700,140000,24,5,5
498,Itel,"Itel P37 6.5"" HD+ ",46500,49800,7,3.9,31
499,XIAOMI,"XIAOMI Redmi 9C, 6",80000,102000,22,4.7,5
500,Infinix,Infinix Hot 11 Pla,77990,90000,13,4.7,5
501,Oppo,Oppo A83 64GB + 4G,36999,60000,38,4,12
502,Tecno,Tecno Camon 17 Pro,139999,143100,2,4.3,5
503,Gionee,"Gionee M12, 6.55-I",57890,82890,30,4.3,5
504,Tecno,Tecno POP 2F (B1C),32100,40000,20,4.2,21
505,Gionee,Gionee M6 5.5'HD 4,42700,199800,79,4.1,5
506,Blackview,Blackview Oscal C2,44990,60500,26,4.1,5
507,XIAOMI,XIAOMI Redmi Note ,117000,145000,19,4,5
508,Tecno,Tecno POP 5 Go (BD,37790,50000,24,3.6,14
509,Tecno,"Tecno Spark 7, 6.5",68750,50000,24,4.1,5
510,Infinix,Infinix Smart HD (,48000,50000,24,5,5
511,Tecno,Tecno Spark 8P KG7,78300,99800,22,4,5
512,Apple,Apple Refurbished ,53800,100000,46,4,5
513,Infinix,Infinix SMART 5?X6,51500,53000,3,4.2,45
514,GSM,GSM SIM Card  Land,8000,15000,47,4,5
515,Infinix,Infinix Smart HD 2,48000,48401,1,3.9,33
516,Apple,Apple Renewed - Ap,80487,136043,41,4,28
517,Tecno,Tecno Spark 7 (KF6,38990,45990,15,4,28
518,XIAOMI,XIAOMI Redmi 9A 6.,51900,62000,16,4.3,95
519,Imose,Imose Waka Is,7500,62000,16,4.3,95
520,Itel,"Itel A25 Pro 5.0"" ",36590,40000,9,4.5,13
521,Imose,Imose Padi+,7500,40000,9,5,5
522,Imose,Imose Sabi II Dual,8500,40000,9,5,5
523,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
524,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
525,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
526,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
527,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
528,Itel,"Itel A37 5.7"" HD+ ",30000,32491,8,4,19
529,UMIDIGI,UMIDIGI Power 5S 4,54900,94900,42,4.7,5
530,UMIDIGI,UMIDIGI Power 5S 4,54900,99900,45,4.1,18
531,Samsung,Samsung Galaxy A03,49700,52140,5,5,5
532,Itel,Itel A14 Plus 8GB ,27500,52140,5,4.4,5
533,Tecno,"Tecno Spark 7, 6.5",68750,52140,5,4.5,5
534,Nokia,Nokia 105 (Africa ,8490,10000,15,4.5,5
535,XIAOMI,"XIAOMI Redmi 9C, 6",82900,109000,24,4.7,5
536,Tecno,Tecno T301 Dual Si,6500,80001,19,4.3,60
537,Tecno,Tecno POP 5 Go (BD,37990,50000,24,3.8,12
538,Nokia,Nokia 1110 1110i G,5000,96084,48,3.7,35
539,Oppo,Oppo A83 3GB RAM+ ,32599,56999,43,4.3,5
540,UMIDIGI,UMIDIGI A9 Android,55900,95657,42,4.3,88
541,Nokia,"Nokia G20, 6.5"" HD",83990,94000,11,4.5,20
542,Itel,Itel A14 With FREE,16500,35200,53,3.7,85
543,Infinix,Infinix Smart 5 (X,51200,53000,3,4,5
544,Tecno,Tecno POP 5 Go (BD,36500,39000,6,4,5
545,XIAOMI,XIAOMI Redmi Note1,106700,140000,24,5,5
546,Itel,"Itel P37 6.5"" HD+ ",46500,49800,7,3.9,31
547,XIAOMI,"XIAOMI Redmi 9C, 6",80000,102000,22,4.7,5
548,Infinix,Infinix Hot 11 Pla,77990,90000,13,4.7,5
549,Oppo,Oppo A83 64GB + 4G,36999,60000,38,4,12
550,Tecno,Tecno Camon 17 Pro,139999,143100,2,4.3,5
551,Tecno,Tecno POP 2F (B1C),32100,40000,20,4.2,21
552,Gionee,"Gionee M12, 6.55-I",57890,82890,30,4.2,21
553,Gionee,Gionee M6 5.5'HD 4,42700,199800,79,4.1,5
554,XIAOMI,XIAOMI Redmi Note ,117000,145000,19,4,5
555,Blackview,Blackview Oscal C2,44990,60500,26,4,5
556,Tecno,Tecno POP 5 Go (BD,37790,50000,24,3.6,14
557,Tecno,"Tecno Spark 7, 6.5",68750,50000,24,4.1,5
558,Infinix,Infinix Smart HD (,48000,50000,24,5,5
559,Tecno,Tecno Spark 8P KG7,78300,99800,22,4,5
560,Infinix,Infinix SMART 5?X6,51500,53000,3,4.2,45
561,Apple,Apple Refurbished ,53800,100000,46,4.2,45
562,GSM,GSM SIM Card  Land,8000,15000,47,4,5
563,Apple,Apple Renewed - Ap,80487,136043,41,4,28
564,Tecno,Tecno Spark 7 (KF6,38990,45990,15,4,28
565,Infinix,Infinix Smart HD 2,48000,48401,1,3.9,33
566,XIAOMI,XIAOMI Redmi 9A 6.,51900,62000,16,4.3,95
567,Itel,"Itel A25 Pro 5.0"" ",36590,40000,9,4.5,13
568,Imose,Imose Waka Is,7500,40000,9,4.5,13
569,Imose,Imose Padi+,7500,40000,9,5,5
570,Imose,Imose Sabi II Dual,8500,40000,9,5,5
571,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
572,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
573,Imose,Imose Sabi 1 Dual ,5500,15200,22,4,248
574,Huawei,Huawei GSM SIM Car,12000,20000,40,4,248
575,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
576,XIAOMI,XIAOMI Redmi Note ,101690,111690,9,3.9,39
577,UMIDIGI,UMIDIGI A11S 4GB R,54900,102502,46,3.6,23
578,Nokia,Nokia XpressMusic ,8900,15229,42,3.8,44
579,Gionee,Gionee P15 PRO-6.8,42890,52890,19,3.8,44
580,Tecno,Tecno Spark 8 (KG6,65950,79000,17,3.8,44
581,Nokia,Nokia 105 - Dual S,5990,19200,69,3.7,5
582,XIAOMI,XIAOMI Redmi Note ,132950,162950,18,3.7,5
583,Tecno,"Tecno Spark 8P, 6.",89430,162950,18,4,5
584,Nokia,Nokia X20 TA 1341 ,165240,176240,6,4.5,5
585,Infinix,Infinix Hot 10i (P,61999,70000,11,4.8,5
586,Tecno,"Tecno T402, 2.4Inc",10099,11000,8,4.3,23
587,Nokia,Nokia 2700 Classic,7200,83001,13,4.3,23
588,XIAOMI,XIAOMI Redmi Note ,111220,125220,11,4.3,23
589,Itel,Itel A25 Pro - 5.0,36000,125220,11,5,5
590,Samsung,Samsung Galaxy S7 ,70000,120000,42,5,5
591,Tecno,Tecno Spark 8 (KG6,66990,80000,16,4.8,5
592,Tecno,Tecno Spark Go 202,57990,62000,6,4.1,21
593,Nokia,Nokia New Nokia 10,9000,15000,40,4.3,54
594,Tecno,Tecno POP 2F (B1C),33000,34990,6,4.3,29
595,Samsung,Samsung Galaxy Not,170000,34990,6,4.3,29
596,Infinix,Infinix Smart HD 2,48490,58200,17,3.9,37
597,Apple,Apple Refurbished ,58000,90000,36,5,5
598,Itel,"Itel A33 Plus 5.0""",28490,34000,16,4.1,5
599,Infinix,Infinix Smart 5 4G,56490,56990,1,4.6,14
600,Infinix,Infinix Smart 5 (X,51500,69000,25,4.2,252
601,Infinix,Infinix X689C HOT ,59200,69000,25,4.2,252
602,Infinix,Infinix Smart 5 (X,51990,60000,13,4,33
603,Itel,Itel 2160 Wireless,6450,70008,8,4.3,70
604,Apple,Apple Refurbished ,58000,90000,36,5,5
605,Apple,Apple Refurbished ,73000,90000,19,5,5
606,Samsung,Samsung Galaxy A52,215000,90000,19,5,5
607,Tecno,Tecno POP 3 (BB2) ,36290,45791,21,4.2,298
608,Nokia,"Nokia C30, 6.82"" H",67990,82990,18,4.5,13
609,Tecno,Tecno Camon 17 Pro,144990,157190,8,4.3,11
610,Tecno,Tecno POP 5 (BD2d),45500,55000,17,4.2,5
611,Nokia,"Nokia G20 - 6.5"" H",99500,55000,17,4.8,5
612,Tecno,Tecno POP3 (BB2) 5,33470,40000,16,4.5,5
613,Bontel,Bontel K4+-2.4inch,5900,99004,40,4.1,16
614,Nokia,"Nokia C1, 5.45"" IP",37890,99004,40,4.1,16
615,Gionee,Gionee S11 Lite Ph,32890,45990,28,4.1,16
616,Imose,Imose Waka Is,7500,45990,28,4.1,16
617,Imose,Imose Sabi 1 Dual ,5500,45990,28,4.1,16
618,Imose,Imose Sabi II Dual,8500,45990,28,4.1,16
619,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
620,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
621,Imose,Imose Padi+,7500,13700,20,5,5
622,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
623,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
624,XIAOMI,XIAOMI Redmi Note ,101690,111690,9,4,248
625,UMIDIGI,UMIDIGI A11S 4GB R,54900,102502,46,3.6,23
626,Nokia,Nokia XpressMusic ,8900,15229,42,3.8,44
627,Gionee,Gionee P15 PRO-6.8,42890,52890,19,3.8,44
628,Tecno,Tecno Spark 8 (KG6,65950,79000,17,3.8,44
629,XIAOMI,XIAOMI Redmi Note ,132950,162950,18,3.8,44
630,Nokia,Nokia 105 - Dual S,5990,19200,69,3.7,5
631,Tecno,"Tecno Spark 8P, 6.",89430,19200,69,4,5
632,Nokia,Nokia X20 TA 1341 ,165240,176240,6,4.5,5
633,Tecno,"Tecno T402, 2.4Inc",10099,11000,8,4.3,23
634,Infinix,Infinix Hot 10i (P,61999,70000,11,4.8,5
635,Itel,Itel A25 Pro - 5.0,36000,70000,11,5,5
636,Nokia,Nokia 2700 Classic,7200,83001,13,5,5
637,Samsung,Samsung Galaxy S7 ,70000,120000,42,5,5
638,XIAOMI,XIAOMI Redmi Note ,111220,125220,11,5,5
639,Tecno,Tecno Spark 8 (KG6,66990,80000,16,4.8,5
640,Tecno,Tecno Spark Go 202,57990,62000,6,4.1,21
641,Nokia,Nokia New Nokia 10,9000,15000,40,4.3,54
642,Tecno,Tecno POP 2F (B1C),33000,34990,6,4.3,29
643,Samsung,Samsung Galaxy Not,170000,34990,6,4.3,29
644,Infinix,Infinix Smart HD 2,48490,58200,17,3.9,37
645,Infinix,Infinix Smart 5 4G,56490,56990,1,4.6,14
646,Itel,"Itel A33 Plus 5.0""",28490,34000,16,4.1,5
647,Apple,Apple Refurbished ,58000,90000,36,5,5
648,Infinix,Infinix Smart 5 (X,51500,69000,25,4.2,252
649,Infinix,Infinix X689C HOT ,59200,69000,25,4.2,252
650,Itel,Itel 2160 Wireless,6450,70008,8,4.3,70
651,Infinix,Infinix Smart 5 (X,51990,60000,13,4,33
652,Apple,Apple Refurbished ,58000,90000,36,5,5
653,Apple,Apple Refurbished ,73000,90000,19,5,5
654,Samsung,Samsung Galaxy A52,215000,90000,19,5,5
655,Tecno,Tecno POP 3 (BB2) ,36290,45791,21,4.2,298
656,Tecno,Tecno Camon 17 Pro,144990,157190,8,4.3,11
657,Nokia,"Nokia C30, 6.82"" H",67990,82990,18,4.5,13
658,Tecno,Tecno POP 5 (BD2d),45500,55000,17,4.2,5
659,Nokia,"Nokia G20 - 6.5"" H",99500,55000,17,4.8,5
660,Tecno,Tecno POP3 (BB2) 5,33470,40000,16,4.5,5
661,Bontel,Bontel K4+-2.4inch,5900,99004,40,4.1,16
662,Nokia,"Nokia C1, 5.45"" IP",37890,99004,40,4.1,16
663,Gionee,Gionee S11 Lite Ph,32890,45990,28,4.1,16
664,Imose,Imose Waka Is,7500,45990,28,4.1,16
665,Imose,Imose Sabi 1 Dual ,5500,45990,28,4.1,16
666,Imose,Imose Sabi II Dual,8500,45990,28,4.1,16
667,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
668,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
669,Imose,Imose Padi+,7500,13700,20,5,5
670,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
671,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
672,UMIDIGI,UMIDIGI A11S 4GB R,54900,102502,46,3.6,23
673,XIAOMI,XIAOMI Redmi Note ,101690,111690,9,3.6,23
674,Nokia,Nokia XpressMusic ,8900,15229,42,3.8,44
675,Gionee,Gionee P15 PRO-6.8,42890,52890,19,3.8,44
676,Tecno,Tecno Spark 8 (KG6,65950,79000,17,3.8,44
677,Nokia,Nokia 105 - Dual S,5990,19200,69,3.7,5
678,XIAOMI,XIAOMI Redmi Note ,132950,162950,18,3.7,5
679,Tecno,"Tecno Spark 8P, 6.",89430,162950,18,4,5
680,Nokia,Nokia X20 TA 1341 ,165240,176240,6,4.5,5
681,Tecno,"Tecno T402, 2.4Inc",10099,11000,8,4.3,23
682,Infinix,Infinix Hot 10i (P,61999,70000,11,4.8,5
683,Nokia,Nokia 2700 Classic,7200,83001,13,4.8,5
684,Samsung,Samsung Galaxy S7 ,70000,120000,42,4.8,5
685,Itel,Itel A25 Pro - 5.0,36000,120000,42,5,5
686,XIAOMI,XIAOMI Redmi Note ,111220,125220,11,5,5
687,Tecno,Tecno Spark 8 (KG6,66990,80000,16,4.8,5
688,Tecno,Tecno Spark Go 202,57990,62000,6,4.1,21
689,Nokia,Nokia New Nokia 10,9000,15000,40,4.3,54
690,Tecno,Tecno POP 2F (B1C),33000,34990,6,4.3,29
691,Samsung,Samsung Galaxy Not,170000,34990,6,4.3,29
692,Infinix,Infinix Smart HD 2,48490,58200,17,3.9,37
693,Apple,Apple Refurbished ,58000,90000,36,5,5
694,Itel,"Itel A33 Plus 5.0""",28490,34000,16,4.1,5
695,Infinix,Infinix Smart 5 (X,51500,69000,25,4.2,252
696,Infinix,Infinix Smart 5 4G,56490,56990,1,4.6,14
697,Infinix,Infinix X689C HOT ,59200,56990,1,4.6,14
698,Itel,Itel 2160 Wireless,6450,70008,8,4.3,70
699,Infinix,Infinix Smart 5 (X,51990,60000,13,4,33
700,Apple,Apple Refurbished ,58000,90000,36,5,5
701,Apple,Apple Refurbished ,73000,90000,19,5,5
702,Samsung,Samsung Galaxy A52,215000,90000,19,5,5
703,Tecno,Tecno POP 3 (BB2) ,36290,45791,21,4.2,298
704,Tecno,Tecno Camon 17 Pro,144990,157190,8,4.3,11
705,Nokia,"Nokia C30, 6.82"" H",67990,82990,18,4.5,13
706,Tecno,Tecno POP 5 (BD2d),45500,55000,17,4.2,5
707,Tecno,Tecno POP3 (BB2) 5,33470,40000,16,4.5,5
708,Nokia,"Nokia G20 - 6.5"" H",99500,40000,16,4.8,5
709,Bontel,Bontel K4+-2.4inch,5900,99004,40,4.1,16
710,Nokia,"Nokia C1, 5.45"" IP",37890,99004,40,4.1,16
711,Gionee,Gionee S11 Lite Ph,32890,45990,28,4.1,16
712,Imose,Imose Waka Is,7500,45990,28,4.1,16
713,Imose,Imose Sabi 1 Dual ,5500,45990,28,4.1,16
714,Imose,Imose Sabi II Dual,8500,45990,28,4.1,16
715,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
716,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
717,Imose,Imose Padi+,7500,13700,20,5,5
718,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
719,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
720,XIAOMI,XIAOMI Redmi Note ,101690,111690,9,4,248
721,UMIDIGI,UMIDIGI A11S 4GB R,54900,102502,46,3.6,23
722,Nokia,Nokia XpressMusic ,8900,15229,42,3.8,44
723,Gionee,Gionee P15 PRO-6.8,42890,52890,19,3.8,44
724,Nokia,Nokia 105 - Dual S,5990,19200,69,3.7,5
725,Tecno,Tecno Spark 8 (KG6,65950,79000,17,3.7,5
726,Tecno,"Tecno Spark 8P, 6.",89430,79000,17,4,5
727,XIAOMI,XIAOMI Redmi Note ,132950,162950,18,4,5
728,Nokia,Nokia X20 TA 1341 ,165240,176240,6,4.5,5
729,Tecno,"Tecno T402, 2.4Inc",10099,11000,8,4.3,23
730,Infinix,Infinix Hot 10i (P,61999,70000,11,4.8,5
731,Nokia,Nokia 2700 Classic,7200,83001,13,4.8,5
732,Itel,Itel A25 Pro - 5.0,36000,83001,13,5,5
733,Samsung,Samsung Galaxy S7 ,70000,120000,42,5,5
734,XIAOMI,XIAOMI Redmi Note ,111220,125220,11,5,5
735,Tecno,Tecno Spark 8 (KG6,66990,80000,16,4.8,5
736,Nokia,Nokia New Nokia 10,9000,15000,40,4.3,54
737,Tecno,Tecno Spark Go 202,57990,62000,6,4.1,21
738,Tecno,Tecno POP 2F (B1C),33000,34990,6,4.3,29
739,Samsung,Samsung Galaxy Not,170000,34990,6,4.3,29
740,Infinix,Infinix Smart HD 2,48490,58200,17,3.9,37
741,Apple,Apple Refurbished ,58000,90000,36,5,5
742,Infinix,Infinix Smart 5 4G,56490,56990,1,4.6,14
743,Itel,"Itel A33 Plus 5.0""",28490,34000,16,4.1,5
744,Infinix,Infinix Smart 5 (X,51500,69000,25,4.2,252
745,Infinix,Infinix X689C HOT ,59200,69000,25,4.2,252
746,Itel,Itel 2160 Wireless,6450,70008,8,4.3,70
747,Apple,Apple Refurbished ,58000,90000,36,5,5
748,Infinix,Infinix Smart 5 (X,51990,60000,13,4,33
749,Tecno,Tecno POP 3 (BB2) ,36290,45791,21,4.2,298
750,Samsung,Samsung Galaxy A52,215000,45791,21,5,5
751,Apple,Apple Refurbished ,73000,90000,19,5,5
752,Tecno,Tecno Camon 17 Pro,144990,157190,8,4.3,11
753,Nokia,"Nokia C30, 6.82"" H",67990,82990,18,4.5,13
754,Tecno,Tecno POP 5 (BD2d),45500,55000,17,4.2,5
755,Tecno,Tecno POP3 (BB2) 5,33470,40000,16,4.5,5
756,Nokia,"Nokia G20 - 6.5"" H",99500,40000,16,4.8,5
757,Bontel,Bontel K4+-2.4inch,5900,99004,40,4.1,16
758,Nokia,"Nokia C1, 5.45"" IP",37890,99004,40,4.1,16
759,Gionee,Gionee S11 Lite Ph,32890,45990,28,4.1,16
760,Imose,Imose Waka Is,7500,45990,28,4.1,16
761,Imose,Imose Sabi 1 Dual ,5500,45990,28,4.1,16
762,Imose,Imose Sabi II Dual,8500,45990,28,4.1,16
763,Bontel,Bontel L1-Super Sl,10500,12398,15,4,20
764,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
765,Imose,Imose Padi+,7500,13700,20,5,5
766,Huawei,Huawei GSM SIM Car,12000,20000,40,5,5
767,Bontel,Bontel TV Touch- 3,11900,15200,22,4,248
768,Tecno,"Tecno Spark 8P, 6.",80190,15200,22,4.7,5
769,Gionee,Gionee S10 LITE 4G,30900,52876,42,4.1,5
770,Itel,"Itel A16 Plus 5.0""",25890,32000,19,4.2,182
771,UMIDIGI,UMIDIGI BISON X10 ,75900,145284,48,4,5
772,Tecno,"Tecno T301, Dual S",6950,80001,13,3.6,14
773,LAND,LAND LINE TABLE PH,7800,80001,13,4.4,5
774,Bontel,Bontel L2-Slim Met,11000,13700,20,3.9,39
775,Infinix,Infinix Hot 11 Pla,77990,90000,13,3.9,39
776,Itel,"Itel It2163,1.77 S",5700,70001,19,3.9,39
777,Apple,Apple Refurbished ,83000,140000,41,5,5
778,Itel,"Itel P15 - 5.0"" HD",29800,37000,19,4.7,5
779,Apple,Apple Iphone 7 Plu,175000,37000,19,4.7,5
780,Apple,Apple Renewed ipro,75000,90000,17,4.7,5
781,Tecno,Tecno POVA Neo (LE,74990,95000,21,5,5
782,Nokia,"Nokia G10, 6.5"" 3G",65800,77000,15,4,5
783,Apple,Apple Refurbished ,53800,100000,46,5,5
784,Nokia,"Nokia G10, 6.5"" HD",74999,80000,6,5,5
785,Motorola,Motorola Razr V3i ,13300,23800,44,5,5
786,Apple,Apple Refurbished ,115000,190000,39,5,5
787,Tecno,Tecno Camon 18i (C,79999,91990,13,5,5
788,Apple,Apple Refurbished ,53000,80000,34,5,5
789,Samsung,Samsung Galaxy A12,92490,99900,7,4.5,80
790,Nokia,"Nokia X10, 6.67"" H",136990,184000,26,4.6,5
791,Tecno,Tecno Spark 8P KG7,78300,99800,22,4.7,5
792,Apple,Apple Refurbished ,53500,100000,47,4,5
793,Blackview,Blackview Oscal C2,44990,60500,26,4,5
794,Apple,Apple Renewed ipro,54000,80000,33,4,5
795,Itel,"Itel It2163,1.77 S",5820,80002,27,3.5,5
796,Gionee,Gionee S10 LITE 4G,30800,52706,42,3.1,20
797,Samsung,Samsung Galaxy A02,54900,60000,9,5,5
798,Tecno,Tecno Spark 7 (PR6,58900,65000,9,4.8,5
799,6.1,6.1 Inch Android S,46000,66000,30,4.8,5
800,Tecno,Tecno POP5 (BD2) 6,39700,44000,10,4.6,22
801,UMIDIGI,UMIDIGI Power 5S 4,57900,98900,41,3.9,5
802,Nokia,Nokia 6303i CLASSI,10600,17500,39,3.9,5
803,Bontel,Bontel L2-Extra Sl,10700,12800,16,4.3,16
804,Bontel,Bontel V9 1.77 Inc,8500,12999,35,4,27
805,Blackview,Blackview A80S Sma,57000,97539,42,3.8,13
806,Nokia,Nokia XpressMusic ,9699,29990,68,3.2,5
807,Itel,"Itel A33 Plus, And",28500,30000,5,1.5,5
808,Imose,Imose Waka Is,7500,30000,5,1.5,5
